,0.0,0.027777777777777776,0.05555555555555555,0.08333333333333333,0.1111111111111111,0.1388888888888889,0.16666666666666666,0.19444444444444442,0.2222222222222222,0.25
0.0,3.552713678800501e-15,-1.8532924922026295,-2.799343212514801,-3.4049548338373192,-3.729686489809162,-4.010723075932128,-4.1427908831213,-4.315401482729248,-4.397188769886241,-4.484522469683744
0.027777777777777776,-1.1482920441206712,-3.0377089125974885,-4.009120101987,-4.505512930928207,-4.858480823536086,-5.213010562610879,-5.341867943117155,-5.4452646731812235,-5.579299749359528,-5.639304851471441
0.05555555555555555,-1.9368398390586652,-3.8245703658766663,-4.724857043709742,-5.31229722780519,-5.723100852788916,-5.9401050270660605,-6.127620568664615,-6.267962454284275,-6.4074690711856395,-6.439380967244008
0.08333333333333333,-2.5389391133108736,-4.465302414515351,-5.437457732528019,-5.93429754820722,-6.3330308326404605,-6.544952162391686,-6.741622192833874,-6.891641138786685,-6.962974052259684,-7.059254658355883
0.1111111111111111,-3.0340935127088704,-4.952920609506063,-5.884757341286775,-6.393568683553511,-6.748666210538472,-7.020563004980399,-7.223864567554001,-7.382166266107668,-7.470179115199381,-7.530436548823266
0.1388888888888889,-3.4104068383234027,-5.269554187798688,-6.217468199994955,-6.778610995970379,-7.147464192512583,-7.422683142077139,-7.571976619259313,-7.73161183286685,-7.842255255541125,-7.935805976646367
0.16666666666666666,-3.7231279575300533,-5.606900162676363,-6.57710113612786,-7.112728302647303,-7.470085213288643,-7.70489050008905,-7.883860902916016,-8.049583320652282,-8.161045013804305,-8.231956515861773
0.19444444444444442,-3.969129834648096,-5.894537091192459,-6.787548402601643,-7.389192263799833,-7.725548218586956,-8.022128122031665,-8.151393787685844,-8.27270890103792,-8.384139300687725,-8.45421726993052
0.2222222222222222,-4.162338498668932,-6.085697739129198,-6.942454035189208,-7.504573606713974,-7.912392217858857,-8.173095610429524,-8.351712660159942,-8.514190499777698,-8.592821712371627,-8.651941782479541
0.25,-4.311363909790532,-6.233542701994311,-7.135811366550996,-7.74721999642963,-8.048745413029895,-8.30191595257801,-8.490220718505551,-8.643063588386795,-8.732969087591753,-8.788614759265279
